LargestPropertyUseType,Neighborhood,PrimaryPropertyType,SecondLargestPropertyUseType,ThirdLargestPropertyUseType,LargestPropertyUseTypeGFA,PropertyGFATotal,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseTypeGFA,ENERGYSTARScore,Latitude,Longitude,NumberofBuildings,NumberofFloors,PropertyGFABuilding(s),PropertyGFAParking,YearBuilt,SiteEnergyUse(kBtu),TotalGHGEmissions
Hospital (General Medical & Surgical),CENTRAL,Hospital,Parking,None,601615.0,597519,48607.0,0.0,34.0,47.60705,-122.30966,6.0,5,597519,0,1990,143423024.0,4906.33
K-12 School,DELRIDGE,K-12 School,None,None,71714.0,71714,0.0,0.0,87.0,47.52518,-122.34828,1.0,1,71714,0,1999,2371358.0,36.24
Non-Refrigerated Warehouse,LAKE UNION,Warehouse,Parking,None,67236.0,75397,8161.0,0.0,91.0,47.65097,-122.34227,1.0,3,67236,8161,1991,549181.375,9.63
Hospital (General Medical & Surgical),EAST,Hospital,Parking,None,1350182.0,1158691,387651.0,0.0,29.0,47.60399,-122.32377,9.0,8,1158691,0,2000,293090784.0,10734.57
Senior Care Community,DOWNTOWN,Senior Care Community,Medical Office,K-12 School,55259.0,102796,40091.0,3231.0,,47.59626,-122.3218,1.0,5,90185,12611,1999,10105379.0,193.94
K-12 School,SOUTHWEST,K-12 School,None,None,208981.0,208981,0.0,0.0,80.0,47.57678,-122.38459,1.0,2,208981,0,2002,8164853.0,207.79
K-12 School,NORTHEAST,K-12 School,None,None,55500.0,55653,0.0,0.0,98.0,47.66568,-122.31368,1.0,2,55653,0,1928,1377627.0,72.88
Hotel,NORTHEAST,Hotel,None,None,106860.0,106860,0.0,0.0,49.0,47.66151,-122.31457,1.0,16,106860,0,1931,11935719.0,469.57
Office,NORTH,Small and Mid-Sized Office,Restaurant,None,47079.0,50759,3680.0,0.0,62.0,47.71895,-122.29475,1.0,5,50759,0,1972,3147042.0,49.09
Worship Facility,NORTHEAST,Worship Facility,None,None,56772.0,56772,0.0,0.0,46.0,47.66182,-122.31113,1.0,2,56772,0,1952,2439484.75,84.57
Worship Facility,NORTHEAST,Worship Facility,None,None,103000.0,103000,0.0,0.0,42.0,47.6626,-122.31164,1.0,3,103000,0,1952,4854429.5,149.93
K-12 School,NORTHEAST,K-12 School,None,None,269297.0,269297,0.0,0.0,80.0,47.67723,-122.31281,1.0,3,269297,0,2006,10498344.0,225.19
K-12 School,NORTHEAST,K-12 School,None,None,75174.0,75174,0.0,0.0,77.0,47.67184,-122.29221,1.0,3,75174,0,2001,2733846.0,71.86
K-12 School,MAGNOLIA / QUEEN ANNE,K-12 School,None,None,75214.0,75214,0.0,0.0,88.0,47.64052,-122.3656,1.0,3,75214,0,2003,2334260.0,43.98
K-12 School,SOUTHWEST,K-12 School,None,None,134918.0,134918,0.0,0.0,91.0,47.57298,-122.39028,1.0,3,134918,0,2005,3822102.5,69.42
K-12 School,CENTRAL,K-12 School,None,None,65310.0,64414,0.0,0.0,67.0,47.59096,-122.29985,1.0,2,64414,0,1991,2295176.5,16.0
K-12 School,NORTHWEST,K-12 School,None,None,92437.0,92437,0.0,0.0,78.0,47.67725,-122.32232,1.0,3,92437,0,1927,4626443.0,201.05
Other - Entertainment/Public Assembly,DOWNTOWN,Other,Other,Office,109754.0,128766,12876.0,6136.0,,47.61103,-122.33238,1.0,7,128766,0,1914,6057410.0,57.21
Residence Hall/Dormitory,DOWNTOWN,Residence Hall,Office,Retail Store,63934.0,107572,27143.0,10568.0,76.0,47.6079,-122.33266,1.0,9,107572,0,1913,5572503.0,254.87
Other,DOWNTOWN,Other,None,None,203000.0,230880,0.0,0.0,,47.60699,-122.33481,1.0,15,230880,0,1955,62197176.0,433.6
K-12 School,GREATER DUWAMISH,K-12 School,None,None,204961.0,204961,0.0,0.0,94.0,47.55237,-122.31391,1.0,3,204961,0,2007,8190809.0,226.06
Other,MAGNOLIA / QUEEN ANNE,Other,None,None,77810.0,76086,0.0,0.0,,47.63965,-122.3783,1.0,1,76086,0,1973,3267564.0,101.41
Medical Office,MAGNOLIA / QUEEN ANNE,Medical Office,Office,None,146741.0,190000,9805.0,0.0,1.0,47.61972,-122.36033,1.0,5,151000,39000,1927,28731502.0,661.04
Hotel,DOWNTOWN,Hotel,None,None,122309.0,122309,0.0,0.0,8.0,47.6124,-122.35075,1.0,4,122309,0,1961,25453690.0,1060.13
Other,DOWNTOWN,Other,None,None,217088.0,215476,0.0,0.0,,47.61137,-122.34947,4.0,3,215476,0,1995,24017770.0,639.39
Hotel,DOWNTOWN,Hotel,None,None,277000.0,254273,0.0,0.0,29.0,47.61069,-122.34653,1.0,8,215473,38800,2003,26659244.0,780.84
Other - Entertainment/Public Assembly,DOWNTOWN,Other,None,None,69400.0,69400,0.0,0.0,,47.60729,-122.34211,1.0,2,69400,0,1980,14833476.0,301.76
Restaurant,DOWNTOWN,Mixed Use Property,Other,Retail Store,32494.0,62900,29793.0,3384.300049,,47.6041,-122.33958,1.0,1,62900,0,1900,10394330.0,377.27
Office,DOWNTOWN,Small and Mid-Sized Office,Retail Store,None,33000.0,56500,7000.0,0.0,98.0,47.60271,-122.33557,1.0,4,56500,0,1914,1380293.625,44.22
Non-Refrigerated Warehouse,GREATER DUWAMISH,Warehouse,Other - Services,None,159372.0,203504,44132.0,0.0,72.0,47.59486,-122.32455,1.0,4,203504,0,2008,3785282.5,26.39
Office,DOWNTOWN,Small and Mid-Sized Office,Parking,None,62108.0,77662,17570.0,0.0,57.0,47.61703,-122.35012,1.0,4,59158,18504,1981,5007401.0,68.19
Office,DOWNTOWN,Large Office,Laboratory,Parking,173786.0,234000,29865.0,25373.0,39.0,47.61619,-122.34599,1.0,12,212210,21790,1978,18661606.0,149.27
Office,DOWNTOWN,Large Office,Parking,None,383942.0,369996,127192.0,0.0,74.0,47.61217,-122.33694,1.0,25,369996,0,1989,24755086.0,172.58
Retail Store,DOWNTOWN,Retail Store,Office,None,361107.0,693450,332343.0,0.0,93.0,47.61229,-122.33629,1.0,10,693450,0,1925,40062888.0,398.19
Office,DOWNTOWN,Large Office,Parking,Other,622034.0,791396,132465.0,33110.0,89.0,47.61316,-122.3343,1.0,33,791396,0,1976,40847752.0,313.3
Office,DOWNTOWN,Large Office,Parking,Restaurant,542461.0,747747,219045.0,9337.0,90.0,47.61399,-122.33523,1.0,23,542671,205076,2000,30985420.0,359.11
Office,DOWNTOWN,Small and Mid-Sized Office,Retail Store,None,45260.0,63409,6187.0,0.0,90.0,47.61356,-122.33665,1.0,10,55652,7757,1926,3444270.0,170.51
Office,DOWNTOWN,Large Office,Other - Recreation,Retail Store,142034.0,204790,17070.0,14666.0,91.0,47.61375,-122.33566,1.0,17,174790,30000,1930,7739699.0,100.26
Office,DOWNTOWN,Small and Mid-Sized Office,Retail Store,None,51557.0,73399,9976.0,0.0,61.0,47.61256,-122.33808,1.0,5,73399,0,1916,3757006.0,26.19
Office,DOWNTOWN,Large Office,Parking,None,226454.0,265851,29214.0,0.0,90.0,47.61391,-122.33725,1.0,20,233517,32334,1969,14633233.0,563.25
Office,DOWNTOWN,Large Office,Parking,None,582725.0,758043,191082.0,0.0,95.0,47.61578,-122.33726,1.0,25,529375,228668,2009,27018020.0,229.25
Office,DOWNTOWN,Large Office,Parking,None,161000.0,206000,51250.0,0.0,91.0,47.61641,-122.34112,1.0,12,206000,0,1968,8580279.0,222.19
Office,DOWNTOWN,Large Office,Parking,None,743562.0,824887,161119.0,0.0,97.0,47.61555,-122.33582,1.0,36,669915,154972,2009,39523852.0,275.54
Office,DOWNTOWN,Large Office,Parking,Fitness Center/Health Club/Gym,311736.0,480840,123356.0,18239.0,94.0,47.61516,-122.33303,1.0,16,339240,141600,1990,17867002.0,130.73
Office,DOWNTOWN,Small and Mid-Sized Office,Retail Store,Social/Meeting Hall,64712.0,89550,10058.0,7030.0,85.0,47.60266,-122.33332,1.0,7,89550,0,1900,3903259.75,51.67
Office,DOWNTOWN,Small and Mid-Sized Office,Retail Store,None,82355.0,89355,7000.0,0.0,66.0,47.60219,-122.33347,1.0,6,89355,0,1900,4178233.5,31.97
Office,DOWNTOWN,Large Office,None,None,388934.0,388934,0.0,0.0,89.0,47.6036,-122.33288,1.0,15,388934,0,1922,18576900.0,213.23
Office,DOWNTOWN,Large Office,Convenience Store without Gas Station,Food Service,348969.0,384302,3291.899902,1437.0,98.0,47.60403,-122.33497,1.0,22,384302,0,1929,10062436.0,70.15
Office,DOWNTOWN,Large Office,Parking,Restaurant,236827.0,378525,83311.0,14679.0,69.0,47.6037,-122.33447,1.0,17,293925,84600,1958,24906132.0,940.47
Office,DOWNTOWN,Large Office,Parking,Restaurant,1011135.0,1323055,272682.0,37595.0,94.0,47.60505,-122.33427,1.0,47,1323055,0,1983,44683660.0,318.97
Office,DOWNTOWN,Large Office,Parking,Pre-school/Daycare,470416.0,589921,107667.0,10290.0,84.0,47.60567,-122.33511,1.0,41,460489,129432,1986,24603420.0,171.52
Office,DOWNTOWN,Small and Mid-Sized Office,Parking,None,89699.0,91091,1392.0,0.0,,47.60542,-122.33588,1.0,6,89699,1392,1950,1835804.875,46.56
Office,DOWNTOWN,Large Office,Parking,None,84838.0,157941,15401.0,0.0,81.0,47.60581,-122.33664,1.0,8,94948,62993,1968,3743228.5,26.1
Office,DOWNTOWN,Large Office,Parking,Convenience Store without Gas Station,522667.0,635303,194435.0,6122.0,95.0,47.60614,-122.33674,1.0,29,438072,197231,1991,18221224.0,139.72
Office,DOWNTOWN,Large Office,Data Center,Parking,99890.0,172842,39336.0,25000.0,,47.60642,-122.33581,1.0,6,146922,25920,1958,41399504.0,362.66
Office,DOWNTOWN,Large Office,Parking,None,606050.0,776762,154947.0,0.0,81.0,47.60655,-122.33533,1.0,34,614158,162604,1980,32552428.0,231.32
Office,DOWNTOWN,Large Office,Parking,Data Center,182540.0,186768,33671.0,240.0,95.0,47.60671,-122.33456,1.0,14,162993,23775,1972,9641043.0,218.53
Office,DOWNTOWN,Large Office,Parking,Other,808980.0,1123435,232248.0,30329.0,89.0,47.60615,-122.33388,1.0,49,754455,368980,1969,45163308.0,627.87
Office,DOWNTOWN,Large Office,Parking,Financial Office,765351.0,1052469,185581.0,103478.0,93.0,47.60549,-122.33319,1.0,37,888049,164420,2002,41213584.0,287.32
Office,DOWNTOWN,Large Office,Parking,Retail Store,581558.0,617684,189600.0,18026.0,28.0,47.60616,-122.33165,1.0,42,446184,171500,1973,69519808.0,546.65
Office,DOWNTOWN,Large Office,Retail Store,Non-Refrigerated Warehouse,161762.0,201480,29094.0,10624.0,91.0,47.60471,-122.33261,1.0,8,201480,0,1907,8921778.0,175.95
Office,DOWNTOWN,Large Office,Parking,Other,1191115.0,1354987,159599.0,18656.0,89.0,47.60501,-122.32988,1.0,63,1195387,159600,1990,61576184.0,429.27
Office,DOWNTOWN,Large Office,Other,Data Center,269284.0,310490,28394.0,600.0,,47.60421,-122.32919,1.0,14,310490,0,2001,21169502.0,380.37
Office,DOWNTOWN,Large Office,Parking,Other,160418.0,199530,18590.0,17480.0,69.0,47.60377,-122.32971,1.0,8,168870,30660,2003,13214416.0,298.61
Office,DOWNTOWN,Large Office,Parking,None,319539.0,372242,52703.0,0.0,98.0,47.60249,-122.32854,1.0,13,319539,52703,2006,13843866.0,216.24
Office,DOWNTOWN,Large Office,None,None,96582.0,114395,0.0,0.0,99.0,47.60193,-122.32812,1.0,7,106099,8296,1909,2746560.75,70.17
Retail Store,NORTHEAST,Retail Store,None,None,89200.0,89200,0.0,0.0,83.0,47.66024,-122.31278,1.0,2,89200,0,1978,6461937.0,89.47
Office,NORTHEAST,Large Office,None,None,474546.0,474546,0.0,0.0,77.0,47.66072,-122.31466,1.0,23,474546,0,1971,28450436.0,198.34
Data Center,NORTHEAST,Other,None,None,36000.0,36000,0.0,0.0,96.0,47.6606,-122.31512,1.0,5,36000,0,1969,30038490.0,209.41
Office,NORTHEAST,Large Office,Parking,None,95943.0,135051,42500.0,0.0,88.0,47.66065,-122.31689,1.0,6,90803,44248,2002,4426136.0,30.86
Office,NORTHEAST,Large Office,Parking,None,145754.0,220649,90000.0,0.0,93.0,47.65999,-122.31741,1.0,5,137929,82720,2002,7046345.5,49.12
Self-Storage Facility,DOWNTOWN,Self-Storage Facility,None,None,93660.0,93660,0.0,0.0,,47.61591,-122.33238,1.0,5,93660,0,1964,873221.875,6.09
Office,DOWNTOWN,Large Office,Parking,None,348270.0,413715,69634.0,0.0,79.0,47.61597,-122.33086,1.0,18,349055,64660,1980,24224888.0,168.88
Parking,DOWNTOWN,Mixed Use Property,Office,Fitness Center/Health Club/Gym,182820.0,381381,164192.0,37782.0,94.0,47.6177,-122.3306,1.0,11,185760,195621,2000,9765777.0,72.42
Office,DOWNTOWN,Large Office,Parking,None,367623.0,497513,114510.0,0.0,65.0,47.61695,-122.32965,1.0,20,378769,118744,1988,26823218.0,197.19
Office,DOWNTOWN,Large Office,Parking,None,424044.0,543876,107300.0,0.0,79.0,47.61431,-122.34244,1.0,24,427155,116721,1979,25307744.0,176.43
Laboratory,DOWNTOWN,Mixed Use Property,Parking,Office,42389.0,109347,38700.0,28258.0,,47.6177,-122.3545,1.0,4,70647,38700,1980,8218155.5,91.13
Office,DOWNTOWN,Large Office,Parking,None,274002.0,396626,122624.0,0.0,64.0,47.6182,-122.352,1.0,6,272410,124216,1982,20361158.0,141.95
Office,DOWNTOWN,Large Office,Parking,Other - Restaurant/Bar,191814.0,287471,72178.0,5322.0,74.0,47.61598,-122.34369,1.0,6,203880,83591,2002,14913424.0,103.97
Office,DOWNTOWN,Large Office,Parking,None,146157.0,192630,48199.0,0.0,94.0,47.61734,-122.34434,1.0,3,144118,48512,1947,5357833.0,46.03
Office,DOWNTOWN,Large Office,Parking,Other,158681.0,253103,70190.0,21782.0,3.0,47.6176,-122.35686,1.0,8,191117,61986,1984,29949248.0,208.79
Supermarket/Grocery Store,NORTHWEST,Supermarket and Grocery Store,None,None,61666.0,60880,0.0,0.0,54.0,47.7019,-122.36374,1.0,1,60880,0,1956,14293972.0,384.27
Office,DOWNTOWN,Small and Mid-Sized Office,Other,Restaurant,50328.0,50176,8329.0,4253.0,77.0,47.60227,-122.33202,1.0,5,50176,0,1900,2933288.75,24.91
Office,DOWNTOWN,Large Office,Retail Store,Other - Restaurant/Bar,245028.0,304346,8429.0,7518.0,72.0,47.60198,-122.33174,1.0,42,304346,0,1912,23262244.0,741.3
Non-Refrigerated Warehouse,GREATER DUWAMISH,Warehouse,Other,None,119200.0,128800,9600.0,0.0,97.0,47.54066,-122.33023,1.0,1,128800,0,1977,1809101.5,78.92
Office,DOWNTOWN,Large Office,Performing Arts,Retail Store,166919.0,321945,39355.0,19787.0,76.0,47.60932,-122.33388,1.0,8,321945,0,1927,13656587.0,355.05
Office,DOWNTOWN,Large Office,Parking,Other - Restaurant/Bar,256299.0,336330,66430.0,7438.0,77.0,47.60842,-122.33305,1.0,22,336330,0,1964,18967014.0,530.66
Office,DOWNTOWN,Large Office,Parking,Other - Education,286538.0,298426,197750.0,11888.0,79.0,47.60869,-122.33588,1.0,21,298426,0,1960,27076922.0,1084.79
Office,DOWNTOWN,Large Office,Parking,Restaurant,718473.0,635824,40000.0,19671.0,69.0,47.60896,-122.33481,1.0,42,635824,0,1976,48479988.0,337.97
Hotel,DOWNTOWN,Hotel,Swimming Pool,None,542305.0,542305,0.0,0.0,45.0,47.60804,-122.33391,1.0,12,542305,0,1923,56485204.0,2573.75
Retail Store,SOUTHEAST,Retail Store,Office,None,191940.0,291940,100000.0,0.0,80.0,47.57936,-122.29744,1.0,2,291940,0,1980,11688601.0,162.45
Non-Refrigerated Warehouse,NORTHWEST,Warehouse,None,None,51116.0,52311,0.0,0.0,96.0,47.72912,-122.34677,1.0,1,52311,0,1960,930611.875,48.65
Parking,LAKE UNION,Other,Office,None,74831.0,141131,71643.0,0.0,,47.62323,-122.33028,1.0,5,71421,69710,2009,3085814.0,21.51
Office,LAKE UNION,Large Office,Parking,None,103494.0,176532,70067.0,0.0,60.0,47.62333,-122.3296,1.0,5,106465,70067,2001,5803409.0,40.46
Non-Refrigerated Warehouse,BALLARD,Warehouse,Office,None,49395.0,52500,5853.0,0.0,2.0,47.65825,-122.3683,1.0,1,52500,0,1973,3989399.0,70.47
Non-Refrigerated Warehouse,BALLARD,Warehouse,Office,None,29001.0,57300,28299.0,0.0,55.0,47.66587,-122.38476,1.0,2,57300,0,1959,4560492.0,156.67
Office,DOWNTOWN,Large Office,College/University,Restaurant,305233.0,350310,26900.0,7666.0,90.0,47.61429,-122.35263,1.0,6,350310,0,1916,18102026.0,224.36
Office,DOWNTOWN,Large Office,Parking,Other,994116.0,1400000,264481.0,133598.0,92.0,47.60723,-122.33611,1.0,55,1115000,285000,1988,53079164.0,588.9
Hotel,DOWNTOWN,Hotel,None,None,310000.0,305548,0.0,0.0,58.0,47.60968,-122.33379,1.0,21,305548,0,1930,33729336.0,1510.85
Office,DOWNTOWN,Large Office,Parking,Other,1002403.0,1536606,377046.0,53116.0,89.0,47.61054,-122.33466,1.0,46,1023998,512608,1989,56606136.0,530.18
Office,DOWNTOWN,Large Office,None,None,144570.0,135918,0.0,0.0,91.0,47.61003,-122.33452,1.0,10,135918,0,1958,6423556.5,193.72
Retail Store,DOWNTOWN,Retail Store,Office,None,35694.0,79957,29723.0,0.0,25.0,47.61159,-122.33601,1.0,4,79957,0,1914,5252131.0,36.61
Office,DOWNTOWN,Large Office,Retail Store,Non-Refrigerated Warehouse,62512.0,127268,53971.0,5000.0,71.0,47.61166,-122.33528,1.0,4,127268,0,1921,7711757.5,148.11
Office,DOWNTOWN,Large Office,Parking,Retail Store,411301.0,500000,80005.0,14528.0,93.0,47.61125,-122.33494,1.0,29,500000,0,1983,18848780.0,131.4
Office,DOWNTOWN,Large Office,Parking,Retail Store,83485.0,109830,13200.0,5000.0,45.0,47.61033,-122.3357,1.0,6,96630,13200,1984,7335905.5,51.14
Office,DOWNTOWN,Large Office,Retail Store,Restaurant,87391.0,130513,32264.0,10858.0,49.0,47.60991,-122.33687,1.0,10,130513,0,1910,11651200.0,318.08
Office,DOWNTOWN,Small and Mid-Sized Office,Retail Store,None,41958.0,60660,4800.0,0.0,,47.60953,-122.33647,1.0,8,60660,0,1920,2586116.0,18.03
Office,DOWNTOWN,Large Office,None,None,124508.0,137350,0.0,0.0,89.0,47.60902,-122.33674,1.0,14,137350,0,1929,6366084.5,202.99
Office,DOWNTOWN,Large Office,None,None,125473.0,151039,0.0,0.0,84.0,47.60923,-122.33625,1.0,15,151039,0,1929,5446624.0,238.09
Office,DOWNTOWN,Large Office,Parking,Restaurant,643083.0,755000,126891.0,13422.0,72.0,47.61022,-122.33745,1.0,30,620338,134662,1985,52226204.0,793.05
Office,DOWNTOWN,Small and Mid-Sized Office,None,None,56747.0,63540,0.0,0.0,72.0,47.60995,-122.33904,1.0,4,63540,0,1906,3518459.5,74.83
Office,DOWNTOWN,Large Office,Supermarket/Grocery Store,Medical Office,87925.0,130893,27177.0,6644.0,80.0,47.60987,-122.33824,1.0,10,130893,0,1927,6962073.0,48.54
Office,DOWNTOWN,Mixed Use Property,Retail Store,Other,39960.0,79920,26640.0,13320.0,,47.60821,-122.33899,1.0,5,79920,0,1910,3009463.75,20.98
Parking,DOWNTOWN,Other,Retail Store,Other - Restaurant/Bar,64821.0,147852,40629.0,13039.0,,47.61164,-122.33446,1.0,6,61423,86429,1996,9671619.0,185.03
Office,DOWNTOWN,Large Office,Parking,Other,1314475.0,1605578,389860.0,30744.0,97.0,47.61043,-122.33206,1.0,56,1215718,389860,1989,49517704.0,525.78
Office,DOWNTOWN,Large Office,Parking,Other,748011.0,794592,36606.0,9975.0,96.0,47.60967,-122.33229,1.0,36,794592,0,1980,26689658.0,216.43
Office,DOWNTOWN,Large Office,Parking,None,342952.0,456304,106466.0,0.0,74.0,47.60909,-122.33202,1.0,21,363100,93204,1971,19397324.0,135.23
Office,DOWNTOWN,Large Office,Parking,Restaurant,104788.0,115857,11844.0,528.0,89.0,47.61029,-122.34089,1.0,12,100717,15140,1986,4757299.5,33.17
Office,DOWNTOWN,Small and Mid-Sized Office,Other,None,70090.0,87500,1672.0,0.0,72.0,47.61116,-122.34748,1.0,4,70000,17500,1999,4549892.0,31.72
Office,DOWNTOWN,Large Office,Laboratory,None,150969.0,374405,41829.0,0.0,72.0,47.6117,-122.34778,1.0,11,189629,184776,1998,13329024.0,92.92
Other,DOWNTOWN,Other,None,None,146689.0,193500,0.0,0.0,,47.61252,-122.34351,1.0,12,155500,38000,1985,14436982.0,100.65
Office,DOWNTOWN,Large Office,Retail Store,None,93879.0,102846,7500.0,0.0,96.0,47.61108,-122.34217,1.0,11,102846,0,1923,5327249.5,281.55
Office,DOWNTOWN,Small and Mid-Sized Office,Restaurant,None,38880.0,52800,12960.0,0.0,83.0,47.61304,-122.34059,1.0,4,52800,0,1925,2429021.0,44.48
Parking,DOWNTOWN,Mixed Use Property,Office,Retail Store,155000.0,258497,145594.0,103200.0,,47.61229,-122.33903,3.0,10,258497,0,1913,20779796.0,418.9
Retail Store,DOWNTOWN,Retail Store,Other,None,509342.0,861702,380639.0,0.0,,47.61098,-122.33815,1.0,8,861702,0,1929,17666646.0,328.83
Other,EAST,Other,None,None,206950.0,206950,0.0,0.0,,47.61,-122.32922,1.0,5,109550,97400,1999,19295226.0,249.09
Convention Center,DOWNTOWN,Other,Parking,None,1072000.0,1400000,686750.0,0.0,,47.61195,-122.33167,1.0,6,1400000,0,1990,0.0,0.0
Urgent Care/Clinic/Other Outpatient,EAST,Other,None,None,46710.0,46710,0.0,0.0,,47.61048,-122.32837,1.0,9,46710,0,1988,4169431.5,130.69
Medical Office,EAST,Medical Office,Parking,None,162000.0,266000,104000.0,0.0,65.0,47.61048,-122.32837,1.0,3,162000,104000,1945,13911761.0,201.15
Medical Office,EAST,Medical Office,Parking,None,270384.0,690158,270383.0,0.0,58.0,47.60921,-122.32425,1.0,14,282363,407795,1992,21156670.0,147.49
Parking,LAKE UNION,Mixed Use Property,Office,Data Center,164332.0,378443,108781.0,54184.0,100.0,47.61915,-122.34857,1.0,6,200783,177660,2001,55073120.0,456.22
Parking,LAKE UNION,Mixed Use Property,Data Center,Office,104922.0,213834,54385.0,37721.0,100.0,47.61915,-122.34857,1.0,6,108912,104922,2001,75073888.0,530.59
Hotel,LAKE UNION,Hotel,None,None,109017.0,109017,0.0,0.0,34.0,47.62036,-122.34588,1.0,5,79608,29409,1979,9474745.0,243.66
Office,MAGNOLIA / QUEEN ANNE,Large Office,Parking,None,228504.0,275734,47404.0,0.0,77.0,47.62177,-122.36158,1.0,5,237282,38452,1981,16373232.0,114.14
Non-Refrigerated Warehouse,GREATER DUWAMISH,Warehouse,None,None,123061.0,123061,0.0,0.0,59.0,47.56064,-122.32522,1.0,1,123061,0,2001,1987934.625,13.86
Distribution Center,GREATER DUWAMISH,Distribution Center,Office,None,40272.0,59090,18818.0,0.0,45.0,47.54868,-122.3255,1.0,1,59090,0,1963,2756214.75,117.11
Non-Refrigerated Warehouse,GREATER DUWAMISH,Warehouse,None,None,106001.0,106000,0.0,0.0,93.0,47.5471,-122.32406,1.0,1,106000,0,1963,763364.5,5.32
Office,LAKE UNION,Large Office,Parking,Laboratory,125779.0,158600,32821.0,20000.0,19.0,47.63349,-122.32634,1.0,3,120200,38400,1962,18309150.0,236.9
Distribution Center,GREATER DUWAMISH,Distribution Center,None,None,118733.0,119661,0.0,0.0,97.0,47.53764,-122.3232,1.0,1,119661,0,1960,775729.1875,5.44
Office,LAKE UNION,Large Office,None,None,82098.0,139200,0.0,0.0,81.0,47.62958,-122.32826,1.0,7,94472,44728,2001,4342597.0,30.27
Office,MAGNOLIA / QUEEN ANNE,Small and Mid-Sized Office,Parking,None,95721.0,95721,31746.0,0.0,95.0,47.62566,-122.34287,1.0,6,61800,33921,1984,3063504.5,21.36
Office,MAGNOLIA / QUEEN ANNE,Large Office,Parking,None,105563.0,213283,0.0,0.0,83.0,47.62929,-122.34194,2.0,5,98055,115228,1996,5661689.5,39.47
Office,LAKE UNION,Large Office,None,None,63199.0,103697,0.0,0.0,7.0,47.64776,-122.33924,1.0,3,56041,47656,2001,11319836.0,374.92
Office,NORTH,Small and Mid-Sized Office,Parking,None,71751.0,74880,0.0,0.0,56.0,47.70105,-122.32659,1.0,5,74880,0,1974,5134607.5,35.8
Office,NORTH,Small and Mid-Sized Office,Parking,None,85339.0,88774,0.0,0.0,53.0,47.69999,-122.32663,1.0,6,88774,0,1979,6029121.5,42.03
Office,NORTH,Large Office,Adult Education,Bank Branch,91281.0,122250,30177.0,5931.0,93.0,47.69917,-122.3268,1.0,5,122250,0,1983,5535626.0,38.59
Office,NORTH,Small and Mid-Sized Office,Parking,None,53730.0,53730,0.0,0.0,20.0,47.70063,-122.32487,1.0,4,53730,0,1979,4742869.0,33.06
Office,DELRIDGE,Small and Mid-Sized Office,None,None,55593.0,55593,0.0,0.0,55.0,47.5671,-122.36416,1.0,3,55593,0,1960,4224872.5,93.23
Office,LAKE UNION,Large Office,Parking,None,72066.0,134056,59137.0,0.0,54.0,47.62269,-122.33224,1.0,4,73096,60960,1982,4695139.0,32.73
Retail Store,GREATER DUWAMISH,Retail Store,None,None,158415.0,158415,0.0,0.0,25.0,47.5653,-122.33076,1.0,1,158415,0,2005,22394416.0,454.49
Office,LAKE UNION,Large Office,Data Center,Other,155985.0,287819,88350.0,15630.0,,47.61907,-122.33651,1.0,8,287819,0,1929,48406556.0,349.07
Urgent Care/Clinic/Other Outpatient,EAST,Other,None,None,158738.0,158738,0.0,0.0,,47.60953,-122.32793,1.0,8,158738,0,1975,61762380.0,1268.87
Office,MAGNOLIA / QUEEN ANNE,Small and Mid-Sized Office,Parking,None,58195.0,86995,28800.0,0.0,81.0,47.62003,-122.35706,1.0,4,58195,28800,1985,2991674.75,20.86
Retail Store,BALLARD,Retail Store,Supermarket/Grocery Store,Parking,102653.0,164437,74102.0,0.0,62.0,47.66057,-122.36857,1.0,1,164437,0,1999,18390344.0,326.18
Office,LAKE UNION,Large Office,Parking,Other,118016.0,184482,66234.0,1595.0,95.0,47.62402,-122.33755,1.0,5,118248,66234,2009,5671256.0,40.47
Laboratory,LAKE UNION,Laboratory,Data Center,None,54880.0,55200,320.0,0.0,,47.62348,-122.33743,1.0,3,55200,0,1928,11594121.0,269.71
Laboratory,LAKE UNION,Laboratory,None,None,176171.0,241159,0.0,0.0,,47.62254,-122.33753,1.0,4,129366,111793,2003,33713876.0,849.83
Office,LAKE UNION,Large Office,Parking,Financial Office,79384.0,139282,52582.0,3027.0,96.0,47.62286,-122.33804,1.0,6,86700,52582,2004,3238216.0,22.57
Office,LAKE UNION,Large Office,Parking,Medical Office,168132.0,271071,96918.0,16862.0,96.0,47.62383,-122.3356,1.0,5,172371,98700,2009,7851334.5,61.93
Non-Refrigerated Warehouse,LAKE UNION,Warehouse,None,None,127800.0,127800,0.0,0.0,56.0,47.62572,-122.33389,1.0,5,127800,0,1914,2767491.0,29.53
Office,LAKE UNION,Large Office,Parking,None,372503.0,560516,189133.0,0.0,71.0,47.62855,-122.33035,1.0,5,353919,206597,2002,30083496.0,632.4
Office,LAKE UNION,Large Office,Parking,None,131592.0,226592,83178.0,0.0,49.0,47.62621,-122.33128,1.0,6,131592,95000,2001,11963428.0,94.64
Other,LAKE UNION,Other,Parking,None,535947.0,535947,103983.0,0.0,,47.62855,-122.33035,1.0,5,535947,0,1997,131373880.0,3995.45
Other,LAKE UNION,Mixed Use Property,Parking,Office,72407.0,159700,49314.0,37406.0,,47.62121,-122.33885,1.0,5,109046,50654,2003,31371618.0,726.96
